Booking ID,Booking Date,Booking Time,Customer ID,Driver ID,Vehicle Type,Pickup Location,Drop Location,Ride Distance (km),Booking Status,Cancellation Reason,Payment Method,Booking Value (INR),Driver Rating,Customer Rating,Ride Duration (min)
OLA100389,2024-05-11,21:56:00,CUST1275,DRV494,mini,KR Puram,Bellandur,20.9,Success,,Cash,261.8,4.5,4.1,51.6
OLA101433,2024-05-16,09:33:00,CUST1000,DRV404,Auto,btm layout,bellandur,7.8,Success,,UPI,78.96,5.0,4.0,32.8
OLA100834,2024-04-26,14:53:00,CUST1132,DRV492,SUV,BTM Layout,kr puram,1.7,Success,,Wallet,73.54,4.4,5.0,9.6
OLA100535,2024-06-03,07:50:00,CUST1326,DRV513, Bike ,SARJAPUR ROAD,JP Nagar,14.9,Success,, Wallet ,130.05,5.0,3.9,34.7
OLA101045,2024-04-04,09:48:00,CUST1161,DRV431,auto,KORAMANGALA,HSR LAYOUT,11.1,Success,,Wallet,122.55,4.8,4.4,33.6
OLA101283,2024-03-16,10:22:00,CUST1238,DRV397,Bike,Rajajinagar,Whitefield,4.1,Success,,ola money,57.55,4.8,4.9,14.6
OLA100576,2024-06-22,10:00:00,CUST1345,DRV451,Auto,Bellandur,Airport (KIA),2.7,Success,,CREDIT CARD,52.28,4.4,5.0,12.6
OLA101442,2024-03-19,06:18:00,CUST1232,DRV255,Sedan,YELAHANKA,Jayanagar,1.3,Success,,debit card,36.42,4.0,4.5,10.7
OLA100002,2024-01-07,15:45:00,CUST1332,DRV479,Sedan,KR Puram,Domlur,7.3,Cancelled by Customer,Driver taking too long,,0.0,,,0.0
OLA100433,2024-03-06,10:28:00,CUST1229,DRV403,Mini,Indiranagar,Yelahanka,4.8,Success,, UPI ,85.67,3.8,4.1,12.8
OLA101133,2024-06-28,16:35:00,CUST1420,DRV314,Sedan,Sarjapur Road,Indiranagar,6.9,Success,,Wallet,125.41,4.3,4.2,18.1
OLA101039,2024-04-20,21:50:00,CUST1098,DRV492,MINI,Hebbal,jp nagar,6.5,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA100926,2024-06-22,09:12:00,CUST1379,DRV282, Sedan ,Malleshwaram,Jayanagar,,Success,,UPI,52.58,4.6,3.3,7.3
OLA100736,2024-06-24,17:14:00,CUST1311,DRV395,suv, HSR Layout ,AIRPORT (KIA),8.0,Success,,UPI,177.89,4.3,4.8,27.0
OLA100813,2024-04-04,09:45:00,CUST1281,DRV335,auto,Rajajinagar,HEBBAL,10.9,Success,,upi,111.94,5.0,4.6,29.2
OLA100060,2024-05-03,09:37:00,CUST1389,DRV468,suv,MG Road,BTM Layout,6.4,Success,,upi,139.09,3.8,4.5,23.5
OLA101190,2024-02-11,05:04:00,CUST1252,DRV376,Bike,INDIRANAGAR,KR Puram,1.8,Success,,DEBIT CARD,28.2,3.1,4.4,5.9
OLA100735,2024-06-14,18:48:00,CUST1012,DRV317,Bike,yelahanka,Banashankari,4.1,Success,,upi,46.87,4.4,4.6,14.0
OLA101357,2024-02-14,16:50:00,CUST1227,DRV342,Sedan,Domlur,jayanagar,4.1,Cancelled by Customer,Change of plans,,0.0,,,0.0
OLA100122,2024-04-10,07:45:00,CUST1043,DRV358,suv,YELAHANKA, Electronic City ,7.3,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA100846,2024-06-23,04:41:00,CUST1029,DRV325,Auto,JP NAGAR,Koramangala,7.7,Success,,Ola Money,81.24,3.9,4.0,25.3
OLA100214,2024-04-07,18:21:00,CUST1225,DRV371,Sedan,Domlur,ELECTRONIC CITY,10.4,Success,,UPI,169.61,4.2,3.8,27.4
OLA101228,2024-04-20,06:16:00,CUST1070,DRV370,Bike,KR PURAM,Airport (KIA),3.3,Cancelled by Customer,Driver taking too long,,0.0,,,0.0
OLA100553,2024-04-23,10:07:00,CUST1374,DRV445,bike,Electronic City,sarjapur road,6.1,Success,,UPI,55.11,4.9,4.5,17.1
OLA100029,2024-06-25,20:34:00,CUST1018,DRV389,SUV,ELECTRONIC CITY,kr puram,7.2,Success,,ola money,148.42,4.5,3.1,20.9
OLA100825,2024-06-16,07:09:00,CUST1199,DRV428,Auto,Airport (KIA),Whitefield,4.3,Success,,upi,52.79,4.2,4.6,12.0
OLA100986,2024-03-23,12:47:00,CUST1011,DRV354,Mini,JAYANAGAR,MG Road,7.4,Success,,UPI,104.33,3.7,5.0,21.8
OLA100426,2024-03-13,09:41:00,CUST1164,DRV256,Mini,WHITEFIELD,Indiranagar,12.7,Success,,Cash,179.76,5.0,4.1,28.4
OLA100697,2024-02-22,11:52:00,CUST1003,DRV385,MINI,Banashankari,KORAMANGALA,8.4,Success,,OLA MONEY,124.04,4.6,4.8,26.6
OLA101469,2024-03-01,20:41:00,CUST1041,DRV493,Bike,Sarjapur Road,yelahanka,8.4,Success,,upi,68.68,4.3,5.0,20.0
OLA101293,2024-05-31,09:55:00,CUST1131,DRV254,Bike,JP Nagar,BTM LAYOUT,6.9,Success,, UPI ,81.73,4.1,4.2,18.0
OLA100629,2024-02-02,17:19:00,CUST1430,DRV327,SUV,Hebbal,Domlur,6.1,Success,,Cash,126.23,4.0,3.8,22.3
OLA100756,2024-03-30,12:59:00,CUST1243,DRV251,auto,Hebbal,Jayanagar,8.5,Cancelled by Customer,Price too high,,0.0,,,0.0
OLA100995,2024-06-03,08:29:00,CUST1107,DRV369,Bike,ELECTRONIC CITY,jayanagar,19.4,Cancelled by Customer,Change of plans,,0.0,,,0.0
OLA100259,2024-02-20,18:34:00,CUST1389,DRV325,Mini,Rajajinagar,KORAMANGALA,7.2,Success,,wallet,101.19,5.0,4.1,21.8
OLA100166,2024-03-24,23:30:00,CUST1269,DRV392,sedan,HSR Layout,AIRPORT (KIA),7.1,Success,,Credit Card,141.76,3.9,4.4,25.2
OLA101481,2024-01-16,07:39:00,CUST1031,DRV426,Auto,WHITEFIELD,KR PURAM,3.1,Success,, Ola Money ,52.59,4.6,5.0,10.6
OLA100757,2024-05-09,03:31:00,CUST1407,DRV244,Sedan,JP Nagar,KR Puram,3.2,Success,,UPI,64.84,4.9,4.9,15.8
OLA100891,2024-01-27,07:56:00,CUST1054,DRV256,mini,KR Puram,HSR Layout,8.2,Success,,UPI,113.2,3.6,5.0,23.5
OLA100773,2024-06-14,17:19:00,CUST1292,DRV264,Mini,Whitefield,SARJAPUR ROAD,12.3,Cancelled by Customer,Change of plans,,0.0,,,0.0
OLA101421,2024-04-22,08:27:00,CUST1443,DRV318,Bike,JP Nagar,BTM Layout,4.9,Cancelled by Customer,Driver taking too long,,0.0,,,0.0
OLA101261,2024-03-21,07:11:00,CUST1062,DRV385,Auto,Indiranagar,Whitefield,8.0,Success,,Debit Card,104.42,4.4,3.9,22.3
OLA100338,2024-02-15,17:11:00,CUST1374,DRV265, Mini ,DOMLUR,yelahanka,6.1,Success,,Debit Card,97.22,4.8,4.6,19.0
OLA100502,2024-03-16,09:02:00,CUST1355,DRV505,auto,Sarjapur Road,Marathahalli,13.5,Success,,Wallet,124.84,3.7,4.6,42.1
OLA100781,2024-02-09,09:50:00,CUST1222,DRV394,Mini,Domlur,BTM Layout,5.3,Success,,upi,75.63,4.3,4.5,21.6
OLA100955,2024-05-29,03:46:00,CUST1076,,AUTO,Whitefield, MG Road ,1.6,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA101259,2024-02-07,08:04:00,CUST1129,DRV263,PRIME,JP NAGAR,Bellandur,4.2,Success,,Cash,99.1,,,15.7
OLA100248,2024-05-06,11:15:00,CUST1255,DRV504,Mini,koramangala,Bellandur,,Success,,UPI,101.32,4.0,4.1,16.0
OLA100545,2024-01-17,08:56:00,CUST1234,DRV244,Mini,HSR Layout,Yelahanka,11.3,Success,, UPI ,168.05,3.9,3.6,36.1
OLA101287,2024-02-09,20:24:00,CUST1169,DRV425,AUTO,Marathahalli,Electronic City,1.4,Cancelled by Driver,Vehicle breakdown,,0.0,,,0.0
OLA100528,2024-01-23,16:50:00,CUST1154,,SEDAN,JP Nagar,BTM Layout,10.3,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA101036,2024-06-11,13:57:00,CUST1140,DRV376,Prime,Domlur,BTM Layout,4.6,Cancelled by Driver,Traffic/road closure,,0.0,,,0.0
OLA100073,2024-01-08,22:38:00,CUST1409,DRV322,Auto,Hebbal,sarjapur road,3.5,Success,,UPI,43.41,4.2,4.0,17.0
OLA101178,2024-01-18,07:39:00,CUST1153,DRV401,Bike,MG Road,BTM Layout,5.7,Success,,UPI,78.05,4.6,4.6,19.9
OLA100137,2024-05-02,16:51:00,CUST1069,DRV232,Auto,KR Puram,Indiranagar,1.4,Success,, Ola Money ,35.0,4.2,4.3,6.3
OLA100094,2024-01-09,17:13:00,CUST1227,DRV427,Prime,Banashankari,MG Road,11.5,Success,,UPI,274.43,5.0,4.4,28.4
OLA100294,2024-04-27,20:00:00,CUST1402,DRV519,SUV,Rajajinagar,mg road,7.9,Success,,Ola Money,169.63,4.4,4.8,24.6
OLA100415,2024-01-24,07:31:00,CUST1111,DRV375,Sedan,AIRPORT (KIA),Banashankari,6.0,Cancelled by Customer,Booked by mistake,,0.0,,,0.0
OLA100009,2024-02-05,13:05:00,CUST1386,DRV224,bike,electronic city,JAYANAGAR,4.0,Success,,Wallet,62.76,5.0,4.1,17.0
OLA100532,2024-04-17,08:43:00,CUST1166,DRV317,AUTO,Yelahanka,BTM Layout,8.9,Success,,UPI,89.14,4.4,4.9,21.9
OLA100182,2024-02-25,15:02:00,CUST1216,DRV376,Auto,JP Nagar,Indiranagar,7.7,Success,,Cash,104.64,4.9,4.1,17.1
OLA100716,2024-01-29,07:26:00,CUST1244,DRV235,Sedan,Jayanagar,ELECTRONIC CITY,10.2,Success,,upi,183.91,,,26.8
OLA100476,2024-02-08,09:01:00,CUST1173,DRV392,Auto,HSR Layout,Domlur,6.4,Success,,upi,84.37,3.4,4.1,26.3
OLA100630,2024-01-25,12:46:00,CUST1291,DRV329,Sedan,Sarjapur Road,WHITEFIELD,4.3,Success,,Debit Card,98.26,4.2,5.0,13.9
OLA100867,2024-02-19,14:15:00,CUST1371,DRV393,AUTO,indiranagar,HEBBAL,,Success,,Ola Money,117.49,3.9,4.8,48.8
OLA100036,2024-06-20,08:27:00,CUST1035,DRV369,Auto,MG Road,Yelahanka,7.3,Success,,Cash,88.61,5.0,4.8,25.6
OLA100304,2024-06-30,16:27:00,CUST1192,DRV378,Sedan,JAYANAGAR,Airport (KIA),1.5,Success,, UPI ,45.06,3.7,4.3,8.9
OLA100055,2024-04-29,12:46:00,CUST1303,DRV337,Sedan,BTM Layout,Whitefield,6.1,Success,,credit card,108.77,5.0,3.7,18.3
OLA101487,2024-01-28,07:01:00,CUST1444,DRV255,prime,indiranagar,AIRPORT (KIA),3.5,Success,,UPI,87.53,4.9,4.6,11.5
OLA100983,2024-04-15,08:46:00,CUST1127,DRV206,MINI,Koramangala,jp nagar,,Success,,UPI,62.08,5.0,3.2,12.6
OLA100568,2024-02-26,07:44:00,CUST1072,DRV316, Sedan ,JAYANAGAR,ELECTRONIC CITY,5.9,Success,,UPI,127.03,4.5,4.4,15.0
OLA100316,2024-02-12,05:02:00,CUST1152,DRV348,Sedan,Malleshwaram,JP Nagar,9.5,Cancelled by Driver,Customer not reachable,,0.0,,,0.0
OLA100776,2024-06-16,07:35:00,CUST1131,,MINI,MG ROAD,JP Nagar,4.2,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100339,2024-03-11,11:21:00,CUST1150,DRV431,Bike,Electronic City,KR PURAM,10.8,Cancelled by Driver,Traffic/road closure,,0.0,,,0.0
OLA100655,2024-06-09,13:07:00,CUST1024,, Sedan ,Sarjapur Road,Koramangala,6.6,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100895,2024-04-10,11:14:00,CUST1375,DRV337,Sedan,HSR LAYOUT,BTM Layout,5.5,Success,, UPI ,102.43,3.2,4.0,18.9
OLA101278,2024-06-22,18:35:00,CUST1277,DRV406,bike,KR Puram,JP Nagar,3.3,Success,,Debit Card,45.42,4.6,4.6,13.6
OLA100245,2024-06-09,18:58:00,CUST1210,DRV515,AUTO,Jayanagar,whitefield,10.2,Success,,UPI,123.5,4.4,4.2,37.4
OLA100684,2024-03-23,12:26:00,CUST1140,DRV262,auto,KR PURAM,Malleshwaram,1.7,Success,,UPI,39.44,4.5,4.7,6.7
OLA101048,2024-04-02,16:42:00,CUST1351,DRV362,SUV,JP Nagar, Bellandur ,7.4,Success,,Ola Money,154.95,4.3,4.1,19.2
OLA100514,2024-05-05,22:12:00,CUST1312,DRV401,Mini,Airport (KIA),mg road,8.3,Success,,ola money,110.62,4.8,3.7,29.5
OLA100208,2024-06-11,08:28:00,CUST1251,DRV316,Sedan,Bellandur,KR PURAM,10.5,Success,,upi,167.57,5.0,4.0,33.6
OLA100721,2024-01-18,17:46:00,CUST1111,DRV452,Sedan,jp nagar,MG ROAD,6.8,Success,, UPI ,140.06,5.0,5.0,27.6
OLA100355,2024-02-28,20:26:00,CUST1198,DRV430,Auto,Rajajinagar,Yelahanka,3.8,Success,,Credit Card,45.91,,,14.8
OLA101214,2024-02-12,11:09:00,CUST1274,DRV203,Bike,domlur,Hebbal,8.8,Success,,Debit Card,75.77,3.9,4.2,29.5
OLA101018,2024-05-12,17:11:00,CUST1243,DRV271, Sedan ,Yelahanka,Bellandur,9.1,Success,,UPI,159.31,4.4,5.0,21.8
OLA100754,2024-02-05,02:07:00,CUST1444,DRV471, Mini ,BTM Layout,BELLANDUR,10.4,Success,,Credit Card,142.96,4.6,4.2,25.8
OLA101494,2024-05-26,00:15:00,CUST1341,DRV233,SEDAN,HSR Layout,Indiranagar,3.0,Success,,Credit Card,64.67,4.0,4.6,15.3
OLA100490,2024-05-04,07:38:00,CUST1237,DRV366,SUV,KR Puram,HSR Layout,3.7,Success,,Cash,90.84,4.2,5.0,14.5
OLA101004,2024-05-22,20:41:00,CUST1178,DRV291,Mini,BANASHANKARI,Airport (KIA),1.7,Success,,Ola Money,56.82,,,10.0
OLA101355,2024-04-17,06:48:00,CUST1080,DRV308,Mini,Rajajinagar,mg road,3.0,Success,,CREDIT CARD,61.04,4.5,4.7,15.1
OLA101215,2024-03-06,09:20:00,CUST1133,DRV401,Mini,Hebbal,Airport (KIA),,Success,,Cash,84.06,5.0,4.3,18.8
OLA100313,2024-02-15,09:03:00,CUST1002,DRV431,MINI,hsr layout,domlur,4.9,Success,,Credit Card,91.83,4.6,3.9,12.8
OLA100296,2024-04-13,07:38:00,CUST1348,DRV405,Mini,yelahanka,BTM Layout,3.6,Success,, UPI ,56.08,4.3,3.7,14.2
OLA101106,2024-04-03,12:01:00,CUST1278,DRV264, Mini ,KR Puram,MG Road,,Success,,Cash,53.81,3.8,4.9,13.8
OLA101100,2024-04-03,21:42:00,CUST1366,DRV249,Sedan,Sarjapur Road,Jayanagar,6.7,Success,,Credit Card,112.57,5.0,4.4,16.6
OLA100681,2024-06-12,11:55:00,CUST1142,DRV491,SUV,HSR LAYOUT,sarjapur road,7.5,Success,,upi,155.81,2.7,4.5,22.0
OLA100560,2024-06-12,19:30:00,CUST1063,DRV347,sedan,airport (kia), BTM Layout ,7.2,Success,,Cash,116.65,4.5,3.5,25.2
OLA100195,2024-04-01,09:23:00,CUST1262,DRV454,Sedan,Airport (KIA),YELAHANKA,3.0,Success,,UPI,84.43,3.3,4.3,12.9
OLA101024,2024-01-24,17:09:00,CUST1350,DRV484,Bike, Banashankari ,KORAMANGALA,7.9,Success,,Credit Card,76.72,5.0,3.6,25.4
OLA101359,2024-01-29,14:25:00,CUST1332,DRV497,Auto,Electronic City,Indiranagar,10.0,Success,,ola money,110.54,3.9,4.3,31.0
OLA100784,2024-01-13,07:48:00,CUST1199,DRV292,Sedan,JP Nagar, Sarjapur Road ,6.2,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA100524,2024-06-22,11:07:00,CUST1350,DRV494,SUV,Yelahanka,Jayanagar,11.4,Success,,UPI,243.13,4.5,5.0,32.9
OLA101413,2024-05-24,17:38:00,CUST1034,,Mini,malleshwaram,sarjapur road,6.4,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100465,2024-04-26,11:05:00,CUST1307,DRV507,Mini,JP Nagar,MARATHAHALLI,7.4,Success,,UPI,114.99,4.2,4.9,17.3
OLA101489,2024-01-05,15:11:00,CUST1178,DRV472,Bike,BANASHANKARI,Airport (KIA),7.2,Success,, UPI ,70.98,4.3,4.3,22.2
OLA101148,2024-05-05,06:35:00,CUST1247,DRV512,sedan,Airport (KIA),HEBBAL,14.9,Success,,Wallet,246.73,4.8,4.2,37.5
OLA100450,2024-04-07,14:43:00,CUST1313,DRV520,auto,Rajajinagar,BTM Layout,2.8,Success,,Cash,54.59,4.7,4.2,13.1
OLA100132,2024-05-20,21:38:00,CUST1270,DRV416,MINI,HEBBAL,btm layout,4.8,Success,,cash,76.83,4.9,3.5,18.8
OLA100692,2024-05-26,07:32:00,CUST1131,DRV381,Sedan,Domlur,KR Puram,7.8,Success,,Cash,129.78,5.0,3.6,27.9
OLA100177,2024-01-16,17:29:00,CUST1157,DRV281,Sedan,malleshwaram,Hebbal,7.0,Success,,UPI,133.71,4.8,4.5,17.7
OLA100793,2024-06-13,13:57:00,CUST1018,DRV437,Bike,airport (kia),Indiranagar,3.9,Success,,UPI,49.07,4.8,4.4,14.5
OLA100865,2024-03-07,19:10:00,CUST1165,DRV304,Mini,Koramangala,KR Puram,3.3,Success,,Cash,51.65,4.1,3.8,15.5
OLA100863,2024-04-20,08:25:00,CUST1098,DRV515,auto,INDIRANAGAR,domlur,15.8,Cancelled by Driver,Personal emergency,,0.0,,,0.0
OLA100424,2024-02-11,05:09:00,CUST1230,DRV351,Bike,JP Nagar,Banashankari,3.6,Success,,OLA MONEY,50.22,5.0,4.5,15.0
OLA100420,2024-06-25,13:38:00,CUST1079,DRV390,Auto,BTM LAYOUT,HSR Layout,2.8,Success,,Debit Card,52.4,4.7,4.2,15.2
OLA101241,2024-01-29,17:53:00,CUST1039,DRV301,Sedan,BTM LAYOUT,Koramangala,5.8,Success,,UPI,107.82,5.0,4.2,15.9
OLA100799,2024-03-28,12:38:00,CUST1377,DRV204,Sedan,Hebbal,Yelahanka,6.4,Success,,cash,119.18,4.1,4.7,20.8
OLA100499,2024-04-03,03:02:00,CUST1290,DRV447,Auto,MG Road,DOMLUR,4.8,Success,,Wallet,67.85,4.1,4.5,20.8
OLA100661,2024-03-15,03:09:00,CUST1060,DRV390,Sedan,BANASHANKARI,Hebbal,7.4,Success,,Cash,127.42,5.0,3.7,28.9
OLA100974,2024-02-08,13:11:00,CUST1375,DRV454,Mini,Jayanagar,WHITEFIELD,7.6,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA100758,2024-02-24,07:42:00,CUST1358,DRV245,Mini,Koramangala,Jayanagar,2.6,Success,, Credit Card ,71.47,4.3,4.3,10.4
OLA101475,2024-04-07,10:34:00,CUST1006,DRV291,Sedan,Hebbal,JP Nagar,5.5,Success,,UPI,95.11,4.2,4.6,17.6
OLA100626,2024-02-09,07:31:00,CUST1410,DRV421,Auto,Hebbal,Electronic City,10.7,Success,,Cash,111.37,5.0,3.9,30.9
OLA100797,2024-02-11,17:30:00,CUST1340,DRV336,Mini,Airport (KIA),Sarjapur Road,3.8,Success,, Debit Card ,71.67,4.6,3.9,18.0
OLA100251,2024-02-09,14:25:00,CUST1300,DRV233,Sedan,Rajajinagar,BTM LAYOUT,3.8,Success,,Credit Card,69.94,5.0,4.2,14.2
OLA101327,2024-03-19,18:26:00,CUST1011,DRV213,Prime,Yelahanka,HSR LAYOUT,10.0,Cancelled by Customer,Price too high,,0.0,,,0.0
OLA100163,2024-06-21,06:26:00,CUST1298,DRV357,Auto,Koramangala,Malleshwaram,1.9,Success,,UPI,38.17,4.6,4.1,9.1
OLA100547,2024-01-06,19:14:00,CUST1427,DRV466,auto,Rajajinagar,Domlur,14.3,Success,,CREDIT CARD,139.68,4.0,4.5,43.6
OLA101200,2024-05-01,18:35:00,CUST1174,DRV495,Auto,Jayanagar,Electronic City,14.8,Cancelled by Customer,Price too high,,0.0,,,0.0
OLA100444,2024-01-04,10:51:00,CUST1056,DRV356,Sedan,Koramangala,Banashankari,1.8,Success,,UPI,46.47,5.0,4.7,10.3
OLA100098,2024-05-30,09:11:00,CUST1135,DRV226,mini,Rajajinagar,JP NAGAR,8.7,Success,,CASH,114.11,3.7,3.8,25.7
OLA100353,2024-05-17,14:40:00,CUST1033,DRV307,auto,Jayanagar,KR Puram,2.2,Success,,debit card,57.67,,,11.7
OLA100429,2024-04-04,18:03:00,CUST1421,DRV515, Mini ,Indiranagar,mg road,10.8,Success,,UPI,158.83,3.8,3.8,35.9
OLA101053,2024-06-24,16:15:00,CUST1407,DRV290,PRIME,Malleshwaram,MG Road,6.1,Cancelled by Customer,Driver taking too long,,0.0,,,0.0
OLA100590,2024-01-20,19:34:00,CUST1109,DRV347,mini,hebbal, Domlur ,4.1,Success,,Ola Money,72.16,5.0,5.0,11.2
OLA100507,2024-06-23,17:30:00,CUST1134,DRV274,SUV,Rajajinagar,KORAMANGALA,12.9,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA100331,2024-01-20,18:20:00,CUST1123,DRV369,Prime,Indiranagar,JP Nagar,6.3,Success,, Cash ,147.68,3.5,4.3,19.4
OLA101158,2024-04-30,13:07:00,CUST1117,DRV219,bike,HSR Layout,Whitefield,2.9,Cancelled by Customer,Driver taking too long,,0.0,,,0.0
OLA100844,2024-01-19,07:49:00,CUST1235,DRV332,prime,Marathahalli,Airport (KIA),2.5,Success,,UPI,84.51,5.0,4.3,13.0
OLA100577,2024-01-27,18:57:00,CUST1086,DRV233,SEDAN,Jayanagar,Banashankari,7.0,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA100327,2024-05-31,13:36:00,CUST1347,DRV424,Mini,bellandur,Banashankari,11.8,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA100932,2024-06-16,02:21:00,CUST1215,DRV333,mini,Indiranagar,HSR LAYOUT,8.1,Cancelled by Customer,Booked by mistake,,0.0,,,0.0
OLA101000,2024-03-11,21:47:00,CUST1446,DRV515,auto,airport (kia), Jayanagar ,4.3,Cancelled by Customer,Driver taking too long,,0.0,,,0.0
OLA100350,2024-03-25,10:13:00,CUST1385,DRV516,SUV,JP Nagar, Koramangala ,8.7,Success,,Ola Money,175.04,4.7,5.0,30.3
OLA101165,2024-03-05,10:40:00,CUST1232,DRV445,BIKE,ELECTRONIC CITY,Airport (KIA),4.2,Success,,UPI,56.29,5.0,4.8,18.4
OLA100455,2024-06-15,10:54:00,CUST1198,DRV451,SEDAN, HSR Layout ,BTM LAYOUT,14.4,Success,,Wallet,223.39,5.0,5.0,34.9
OLA101151,2024-02-17,20:45:00,CUST1163,DRV237,AUTO,Airport (KIA),JAYANAGAR,11.8,Success,,Ola Money,126.53,3.5,4.7,42.3
OLA100306,2024-03-11,08:45:00,CUST1333,DRV352,Mini,Malleshwaram,btm layout,4.5,Cancelled by Customer,Price too high,,0.0,,,0.0
OLA100939,2024-06-29,18:22:00,CUST1439,DRV312,Sedan,Hebbal,BELLANDUR,9.0,Success,,UPI,164.41,4.2,4.0,25.0
OLA100407,2024-01-27,08:09:00,CUST1043,DRV399,sedan,BTM LAYOUT,Yelahanka,4.0,Success,, UPI ,84.29,4.1,4.4,12.5
OLA101360,2024-05-10,19:34:00,CUST1037,DRV323,SUV,whitefield,BANASHANKARI,9.8,Success,,DEBIT CARD,207.15,3.9,4.3,32.4
OLA100070,2024-05-05,21:30:00,CUST1178,DRV409,Sedan,MG Road,Jayanagar,2.5,Success,,DEBIT CARD,59.89,4.3,4.1,14.5
OLA100530,2024-05-01,13:10:00,CUST1343,DRV222,mini, Banashankari , Hebbal ,4.4,Success,,Cash,69.69,4.3,5.0,17.3
OLA100202,2024-01-21,10:25:00,CUST1235,DRV489,Mini,BTM Layout,YELAHANKA,6.8,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA101274,2024-02-15,09:30:00,CUST1216,DRV285,Mini,Jayanagar,Whitefield,5.3,Success,,UPI,75.32,5.0,3.6,13.9
OLA100332,2024-05-26,12:54:00,CUST1255,DRV428,Sedan,airport (kia),Koramangala,12.3,Success,,upi,190.28,5.0,4.8,30.6
OLA101400,2024-03-16,18:49:00,CUST1220,DRV406,SUV,Indiranagar, KR Puram ,13.5,Success,,Credit Card,276.67,4.0,4.6,34.3
OLA100061,2024-01-12,22:35:00,CUST1149,DRV264,Auto,Airport (KIA),MG Road,6.3,Success,,UPI,91.58,3.6,4.8,20.0
OLA101118,2024-04-01,06:06:00,CUST1365,DRV448,Mini,AIRPORT (KIA),btm layout,7.4,Success,,Credit Card,114.13,4.4,4.4,29.5
OLA100525,2024-04-16,07:23:00,CUST1283,DRV284,sedan,sarjapur road,Indiranagar,5.2,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA101216,2024-02-17,07:24:00,CUST1411,DRV254,AUTO,Jayanagar,btm layout,10.1,Success,, UPI ,118.59,4.3,4.3,33.5
OLA100489,2024-02-23,18:37:00,CUST1220,DRV422,SUV,YELAHANKA,SARJAPUR ROAD,5.0,Success,,Credit Card,125.82,3.4,4.4,17.4
OLA100602,2024-06-04,03:47:00,CUST1339,DRV227,Auto,BTM Layout,Hebbal,7.5,Success,,Debit Card,91.58,4.9,4.0,18.5
OLA101202,2024-02-07,16:05:00,CUST1270,DRV451,Sedan,MARATHAHALLI,Whitefield,2.7,Success,,UPI,66.28,2.6,3.9,9.2
OLA101286,2024-04-22,18:27:00,CUST1390,,Mini,JP Nagar,Domlur,14.5,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100235,2024-06-22,18:08:00,CUST1384,DRV410,Bike,Marathahalli, Electronic City ,8.3,Success,, UPI ,85.84,4.7,3.6,28.8
OLA100472,2024-03-30,14:40:00,CUST1108,DRV205,Auto,hebbal, Marathahalli ,3.2,Success,,UPI,64.31,5.0,4.3,11.6
OLA101006,2024-05-08,20:38:00,CUST1139,DRV217,AUTO,Airport (KIA),Bellandur,5.7,Success,,Wallet,61.92,3.6,3.5,21.6
OLA101039,2024-04-20,21:50:00,CUST1098,DRV492,MINI,HEBBAL,JP Nagar,6.5,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA101257,2024-02-05,18:44:00,CUST1151,DRV297,Auto,Banashankari,Sarjapur Road,2.8,Success,,UPI,53.99,5.0,4.2,12.0
OLA101465,2024-04-29,18:58:00,CUST1254,DRV257,Mini,YELAHANKA,Electronic City,7.5,Success,, UPI ,114.89,4.0,4.5,18.1
OLA100328,2024-02-03,13:31:00,CUST1057,DRV410,SEDAN,Whitefield,hebbal,1.8,Success,,Debit Card,59.85,3.5,5.0,8.7
OLA100480,2024-05-13,07:19:00,CUST1022,DRV504,Bike,YELAHANKA,Airport (KIA),4.2,Success,,UPI,66.88,4.4,5.0,15.2
OLA100881,2024-01-02,20:18:00,CUST1067,DRV406,Mini, JP Nagar ,Malleshwaram,9.6,Success,,Debit Card,121.77,3.7,5.0,32.9
OLA101280,2024-03-17,07:57:00,CUST1211,DRV395,sedan,banashankari,Koramangala,10.9,Success,,CREDIT CARD,177.04,4.4,4.2,40.5
OLA100133,2024-01-29,19:31:00,CUST1305,DRV474,Mini,Malleshwaram,Domlur,2.7,Success,,UPI,51.96,3.1,4.5,12.4
OLA100551,2024-04-05,12:10:00,CUST1273,DRV354,Mini,KORAMANGALA,RAJAJINAGAR,5.4,Success,,upi,102.33,3.6,5.0,17.9
