Booking ID,Booking Date,Booking Time,Customer ID,Driver ID,Vehicle Type,Pickup Location,Drop Location,Ride Distance (km),Booking Status,Cancellation Reason,Payment Method,Booking Value (INR),Driver Rating,Customer Rating,Ride Duration (min),Booking Day,Booking Month,Booking Week,Is Weekend,Booking Hour,Is Cancelled,Revenue per KM,Validation Flag
OLA100342,2024-06-21,18:53:00,CUST1273,DRV346,Bike,Rajajinagar,Koramangala,10.1,Success,Not Applicable,UPI,91.28,4.6,4.4,36.3,Friday,June,25,No,18,No,9.04,OK
OLA100343,2024-02-11,22:43:00,CUST1128,DRV274,Bike,Hebbal,Jayanagar,18.0,Success,Not Applicable,Ola Money,145.61,4.4,4.9,39.4,Sunday,February,6,Yes,22,No,8.09,OK
OLA100344,2024-05-23,19:47:00,CUST1331,DRV487,Sedan,Malleshwaram,Hebbal,11.5,Success,Not Applicable,Debit Card,196.79,5.0,3.9,34.1,Thursday,May,21,No,19,No,17.11,OK
OLA100345,2024-06-24,09:35:00,CUST1027,DRV206,Auto,Jayanagar,Airport (KIA),15.1,Cancelled by Driver,Too far from pickup,Not Applicable,0.0,,,0.0,Monday,June,26,No,9,Yes,0.0,OK
OLA100346,2024-05-30,14:38:00,CUST1100,DRV299,Mini,HSR Layout,Whitefield,7.3,Success,Not Applicable,Cash,100.91,3.8,4.9,21.6,Thursday,May,22,No,14,No,13.82,OK
OLA100347,2024-05-22,08:10:00,CUST1299,DRV330,Mini,KR Puram,Electronic City,5.1,Cancelled by Driver,Traffic/road closure,Not Applicable,0.0,,,0.0,Wednesday,May,21,No,8,Yes,0.0,OK
OLA100348,2024-01-14,18:40:00,CUST1315,DRV354,Sedan,Sarjapur Road,JP Nagar,14.9,Cancelled by Customer,Booked by mistake,Not Applicable,0.0,,,0.0,Sunday,January,2,Yes,18,Yes,0.0,OK
OLA100349,2024-05-14,08:11:00,CUST1266,DRV234,Auto,HSR Layout,KR Puram,8.0,Success,Not Applicable,Credit Card,95.29,5.0,3.8,28.3,Tuesday,May,20,No,8,No,11.91,OK
OLA100350,2024-03-25,10:13:00,CUST1385,DRV516,SUV,JP Nagar,Koramangala,8.7,Success,Not Applicable,Ola Money,175.04,4.7,5.0,30.3,Monday,March,13,No,10,No,20.12,OK
OLA100351,2024-03-03,21:43:00,CUST1164,DRV395,Bike,MG Road,Rajajinagar,5.1,Success,Not Applicable,Debit Card,53.3,4.2,4.4,21.8,Sunday,March,9,Yes,21,No,10.45,OK
OLA100352,2024-05-11,18:28:00,CUST1249,DRV222,Mini,Jayanagar,Banashankari,2.9,Cancelled by Driver,Customer not reachable,Not Applicable,0.0,,,0.0,Saturday,May,19,Yes,18,Yes,0.0,OK
OLA100353,2024-05-17,14:40:00,CUST1033,DRV307,Auto,Jayanagar,KR Puram,2.2,Success,Not Applicable,Debit Card,57.67,,,11.7,Friday,May,20,No,14,No,26.21,OK
OLA100354,2024-04-21,16:04:00,CUST1382,DRV278,Mini,Yelahanka,Indiranagar,3.9,Success,Not Applicable,Cash,60.53,3.5,4.5,13.4,Sunday,April,16,Yes,16,No,15.52,OK
OLA100355,2024-02-28,20:26:00,CUST1198,DRV430,Auto,Rajajinagar,Yelahanka,3.8,Success,Not Applicable,Credit Card,45.91,,,14.8,Wednesday,February,9,No,20,No,12.08,OK
OLA100356,2024-05-29,04:54:00,CUST1037,DRV383,Bike,MG Road,Yelahanka,10.8,Success,Not Applicable,Cash,103.41,4.1,4.2,40.3,Wednesday,May,22,No,4,No,9.57,OK
OLA100357,2024-04-11,19:01:00,CUST1242,DRV280,SUV,Electronic City,Rajajinagar,6.0,Cancelled by Customer,Booked by mistake,Not Applicable,0.0,,,0.0,Thursday,April,15,No,19,Yes,0.0,OK
OLA100358,2024-06-11,07:43:00,CUST1407,DRV391,Prime,Koramangala,Sarjapur Road,2.3,Success,Not Applicable,Cash,87.24,3.3,5.0,12.9,Tuesday,June,24,No,7,No,37.93,OK
OLA100359,2024-05-20,21:19:00,CUST1107,DRV376,Mini,Malleshwaram,Electronic City,9.3,Success,Not Applicable,UPI,122.13,4.7,4.8,22.0,Monday,May,21,No,21,No,13.13,OK
OLA100360,2024-05-25,19:54:00,CUST1384,DRV481,Sedan,JP Nagar,Whitefield,9.5,Success,Not Applicable,Cash,156.72,4.5,4.3,35.8,Saturday,May,21,Yes,19,No,16.5,OK
OLA100361,2024-03-25,10:42:00,CUST1335,DRV320,Mini,Domlur,Whitefield,8.4,Success,Not Applicable,UPI,134.4,3.3,4.4,26.4,Monday,March,13,No,10,No,16.0,OK
OLA100362,2024-05-29,07:36:00,CUST1186,DRV361,Prime,HSR Layout,Koramangala,3.1,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Wednesday,May,22,No,7,Yes,0.0,OK
OLA100363,2024-06-13,12:53:00,CUST1184,DRV268,Auto,Yelahanka,Malleshwaram,6.0,Success,Not Applicable,UPI,51.29,4.9,3.6,12.9,Thursday,June,24,No,12,No,8.55,OK
OLA100364,2024-06-04,06:17:00,CUST1439,DRV271,Bike,Jayanagar,Hebbal,3.1,Success,Not Applicable,Ola Money,55.61,4.9,4.3,14.0,Tuesday,June,23,No,6,No,17.94,OK
OLA100365,2024-06-10,03:37:00,CUST1296,DRV407,Auto,Jayanagar,Indiranagar,5.4,Success,Not Applicable,Debit Card,74.75,4.4,3.7,15.0,Monday,June,24,No,3,No,13.84,OK
OLA100366,2024-04-03,11:57:00,CUST1395,DRV501,Auto,Hebbal,Electronic City,4.0,Success,Not Applicable,Credit Card,60.94,4.5,5.0,15.2,Wednesday,April,14,No,11,No,15.24,OK
OLA100367,2024-06-06,17:48:00,CUST1263,DRV271,Sedan,HSR Layout,Domlur,5.7,Success,Not Applicable,Cash,123.26,4.4,4.2,17.3,Thursday,June,23,No,17,No,21.62,OK
OLA100368,2024-04-01,03:48:00,CUST1249,DRV318,Mini,Banashankari,BTM Layout,6.5,Success,Not Applicable,Cash,87.78,4.6,4.3,16.9,Monday,April,14,No,3,No,13.5,OK
OLA100369,2024-04-26,19:02:00,CUST1332,DRV365,Mini,Malleshwaram,Marathahalli,7.7,Success,Not Applicable,Credit Card,124.75,3.5,5.0,21.1,Friday,April,17,No,19,No,16.2,OK
OLA100370,2024-04-03,15:57:00,CUST1427,DRV239,SUV,Bellandur,BTM Layout,2.6,Success,Not Applicable,Cash,77.29,3.9,4.8,10.1,Wednesday,April,14,No,15,No,29.73,OK
OLA100371,2024-06-03,00:56:00,CUST1071,DRV425,Mini,Whitefield,JP Nagar,4.2,Success,Not Applicable,Credit Card,80.5,3.9,4.5,16.4,Monday,June,23,No,0,No,19.17,OK
OLA100372,2024-01-31,17:26:00,CUST1415,DRV369,Auto,Airport (KIA),Malleshwaram,3.4,Success,Not Applicable,UPI,56.57,5.0,4.7,12.0,Wednesday,January,5,No,17,No,16.64,OK
OLA100373,2024-02-02,15:10:00,CUST1068,DRV462,Mini,Sarjapur Road,Electronic City,3.7,Success,Not Applicable,Cash,57.38,4.2,4.3,18.6,Friday,February,5,No,15,No,15.51,OK
OLA100374,2024-05-24,16:56:00,CUST1368,DRV345,Bike,Jayanagar,Airport (KIA),6.2,Success,Not Applicable,Cash,70.4,4.2,3.6,18.4,Friday,May,21,No,16,No,11.35,OK
OLA100375,2024-02-06,18:52:00,CUST1392,DRV293,Auto,Malleshwaram,Marathahalli,7.1,Success,Not Applicable,UPI,76.83,4.2,5.0,19.4,Tuesday,February,6,No,18,No,10.82,OK
OLA100376,2024-04-06,11:06:00,CUST1008,DRV303,SUV,Malleshwaram,Rajajinagar,3.5,Success,Not Applicable,Cash,102.8,5.0,4.9,17.7,Saturday,April,14,Yes,11,No,29.37,OK
OLA100377,2024-05-16,13:07:00,CUST1047,DRV446,Auto,Domlur,JP Nagar,11.5,Cancelled by Driver,Personal emergency,Not Applicable,0.0,,,0.0,Thursday,May,20,No,13,Yes,0.0,OK
OLA100378,2024-05-13,12:55:00,CUST1022,DRV471,Sedan,Airport (KIA),Bellandur,8.5,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Monday,May,20,No,12,Yes,0.0,OK
OLA100379,2024-05-27,06:08:00,CUST1130,DRV444,Auto,Whitefield,Yelahanka,15.1,Success,Not Applicable,Debit Card,153.75,4.0,3.9,44.0,Monday,May,22,No,6,No,10.18,OK
OLA100380,2024-01-02,15:07:00,CUST1266,DRV203,Sedan,Jayanagar,Banashankari,3.9,Success,Not Applicable,UPI,81.87,3.6,4.0,15.3,Tuesday,January,1,No,15,No,20.99,OK
OLA100381,2024-05-17,12:23:00,CUST1313,DRV341,Prime,Bellandur,Jayanagar,6.2,Cancelled by Customer,Found alternate transport,Not Applicable,0.0,,,0.0,Friday,May,20,No,12,Yes,0.0,OK
OLA100382,2024-02-15,10:35:00,CUST1247,DRV329,Prime,Sarjapur Road,Banashankari,7.0,Success,Not Applicable,UPI,178.23,3.4,4.6,28.3,Thursday,February,7,No,10,No,25.46,OK
OLA100383,2024-02-28,12:44:00,CUST1082,DRV251,Mini,Bellandur,Yelahanka,19.0,Success,Not Applicable,Cash,248.03,5.0,3.8,43.6,Wednesday,February,9,No,12,No,13.05,OK
OLA100384,2024-06-11,00:05:00,CUST1421,DRV274,Sedan,Domlur,Rajajinagar,15.4,Success,Not Applicable,Credit Card,233.24,4.6,4.4,45.5,Tuesday,June,24,No,0,No,15.15,OK
OLA100385,2024-04-12,16:33:00,CUST1146,DRV505,Mini,HSR Layout,Malleshwaram,3.8,Success,Not Applicable,UPI,69.97,4.6,3.9,15.2,Friday,April,15,No,16,No,18.41,OK
OLA100386,2024-01-09,18:32:00,CUST1264,DRV318,SUV,Indiranagar,Bellandur,6.7,Success,Not Applicable,Debit Card,142.78,,,27.9,Tuesday,January,2,No,18,No,21.31,OK
OLA100387,2024-03-31,17:25:00,CUST1300,DRV302,SUV,Whitefield,MG Road,4.9,Success,Not Applicable,UPI,119.69,5.0,4.7,16.9,Sunday,March,13,Yes,17,No,24.43,OK
OLA100388,2024-03-11,08:12:00,CUST1232,DRV406,SUV,Marathahalli,HSR Layout,4.9,Success,Not Applicable,Wallet,115.41,5.0,4.5,19.2,Monday,March,11,No,8,No,23.55,OK
OLA100389,2024-05-11,21:56:00,CUST1275,DRV494,Mini,KR Puram,Bellandur,20.9,Success,Not Applicable,Cash,261.8,4.5,4.1,51.6,Saturday,May,19,Yes,21,No,12.53,OK
OLA100390,2024-04-27,20:55:00,CUST1014,Not Assigned,Mini,Whitefield,Rajajinagar,7.5,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Saturday,April,17,Yes,20,Yes,0.0,OK
OLA100391,2024-06-22,17:51:00,CUST1161,DRV411,Prime,Malleshwaram,Sarjapur Road,9.2,Cancelled by Customer,Driver taking too long,Not Applicable,0.0,,,0.0,Saturday,June,25,Yes,17,Yes,0.0,OK
OLA100392,2024-03-14,06:43:00,CUST1383,DRV375,Mini,HSR Layout,Malleshwaram,10.6,Success,Not Applicable,Debit Card,141.02,3.8,3.7,27.5,Thursday,March,11,No,6,No,13.3,OK
OLA100393,2024-02-18,13:12:00,CUST1120,DRV323,Bike,Jayanagar,Marathahalli,1.7,Success,Not Applicable,UPI,31.28,4.6,5.0,6.8,Sunday,February,7,Yes,13,No,18.4,OK
OLA100394,2024-01-21,17:42:00,CUST1252,DRV514,Mini,JP Nagar,Indiranagar,2.8,Success,Not Applicable,Ola Money,71.24,4.3,4.8,14.9,Sunday,January,3,Yes,17,No,25.44,OK
OLA100395,2024-05-27,19:31:00,CUST1093,DRV461,Mini,BTM Layout,Domlur,6.3,Success,Not Applicable,UPI,88.15,4.2,4.7,23.4,Monday,May,22,No,19,No,13.99,OK
OLA100396,2024-03-29,11:43:00,CUST1397,DRV289,Sedan,MG Road,JP Nagar,8.7,Success,Not Applicable,Cash,150.6,4.2,4.0,32.0,Friday,March,13,No,11,No,17.31,OK
OLA100397,2024-03-24,10:55:00,CUST1132,DRV295,SUV,BTM Layout,Hebbal,8.4,Success,Not Applicable,UPI,180.34,3.8,4.4,26.8,Sunday,March,12,Yes,10,No,21.47,OK
OLA100398,2024-06-28,18:23:00,CUST1437,DRV405,Mini,HSR Layout,Domlur,6.7,Success,Not Applicable,UPI,92.63,4.3,4.8,21.6,Friday,June,26,No,18,No,13.83,OK
OLA100399,2024-03-01,14:54:00,CUST1195,DRV300,Mini,Electronic City,Malleshwaram,13.4,Success,Not Applicable,Ola Money,186.57,4.6,3.1,40.1,Friday,March,9,No,14,No,13.92,OK
OLA100400,2024-05-12,14:20:00,CUST1402,DRV449,Sedan,JP Nagar,Domlur,6.3,Success,Not Applicable,UPI,104.63,3.9,4.3,21.9,Sunday,May,19,Yes,14,No,16.61,OK
OLA100401,2024-06-10,06:47:00,CUST1171,DRV333,Sedan,JP Nagar,Sarjapur Road,6.2,Success,Not Applicable,Ola Money,129.76,,,23.1,Monday,June,24,No,6,No,20.93,OK
OLA100402,2024-06-04,08:36:00,CUST1332,DRV475,Mini,Hebbal,Bellandur,3.9,Success,Not Applicable,UPI,67.65,3.7,4.3,12.8,Tuesday,June,23,No,8,No,17.35,OK
OLA100403,2024-06-06,09:40:00,CUST1074,DRV285,Auto,Yelahanka,KR Puram,2.6,Success,Not Applicable,UPI,54.74,4.7,3.9,7.6,Thursday,June,23,No,9,No,21.05,OK
OLA100404,2024-02-28,09:41:00,CUST1149,DRV336,SUV,Bellandur,Marathahalli,7.8,Cancelled by Customer,Booked by mistake,Not Applicable,0.0,,,0.0,Wednesday,February,9,No,9,Yes,0.0,OK
OLA100405,2024-05-30,14:28:00,CUST1211,DRV285,Mini,Koramangala,HSR Layout,5.3,Success,Not Applicable,UPI,95.13,5.0,4.1,16.4,Thursday,May,22,No,14,No,17.95,OK
OLA100406,2024-02-12,11:06:00,CUST1032,Not Assigned,SUV,Koramangala,Rajajinagar,4.6,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Monday,February,7,No,11,Yes,0.0,OK
OLA100407,2024-01-27,08:09:00,CUST1043,DRV399,Sedan,BTM Layout,Yelahanka,4.0,Success,Not Applicable,UPI,84.29,4.1,4.4,12.5,Saturday,January,4,Yes,8,No,21.07,OK
OLA100408,2024-04-01,19:20:00,CUST1442,DRV443,Sedan,JP Nagar,Marathahalli,3.7,Success,Not Applicable,Cash,83.26,4.6,5.0,12.3,Monday,April,14,No,19,No,22.5,OK
OLA100409,2024-04-26,16:40:00,CUST1449,DRV488,Sedan,JP Nagar,Hebbal,10.6,Success,Not Applicable,UPI,190.67,3.4,3.9,32.6,Friday,April,17,No,16,No,17.99,OK
OLA100410,2024-04-15,08:19:00,CUST1005,DRV200,SUV,Electronic City,Bellandur,5.3,Success,Not Applicable,Debit Card,119.0,3.5,4.3,16.5,Monday,April,16,No,8,No,22.45,OK
OLA100411,2024-03-17,00:27:00,CUST1408,DRV349,SUV,Koramangala,Sarjapur Road,2.7,Success,Not Applicable,UPI,74.81,3.2,4.8,10.6,Sunday,March,11,Yes,0,No,27.71,OK
OLA100412,2024-06-14,11:24:00,CUST1112,DRV334,Mini,BTM Layout,JP Nagar,9.5,Cancelled by Driver,Too far from pickup,Not Applicable,0.0,,,0.0,Friday,June,24,No,11,Yes,0.0,OK
OLA100413,2024-03-13,16:34:00,CUST1414,DRV337,Sedan,Whitefield,Jayanagar,4.1,Success,Not Applicable,Credit Card,76.5,2.7,4.8,14.8,Wednesday,March,11,No,16,No,18.66,OK
OLA100414,2024-05-05,08:01:00,CUST1077,DRV225,Prime,Koramangala,Jayanagar,3.5,Success,Not Applicable,UPI,114.17,3.4,4.5,15.3,Sunday,May,18,Yes,8,No,32.62,OK
OLA100415,2024-01-24,07:31:00,CUST1111,DRV375,Sedan,Airport (KIA),Banashankari,6.0,Cancelled by Customer,Booked by mistake,Not Applicable,0.0,,,0.0,Wednesday,January,4,No,7,Yes,0.0,OK
OLA100416,2024-01-21,19:09:00,CUST1028,DRV336,Auto,Whitefield,Sarjapur Road,8.6,Success,Not Applicable,Debit Card,97.9,5.0,4.3,24.2,Sunday,January,3,Yes,19,No,11.38,OK
OLA100417,2024-02-01,22:45:00,CUST1127,DRV397,Auto,KR Puram,BTM Layout,5.9,Success,Not Applicable,Cash,84.33,3.7,5.0,21.1,Thursday,February,5,No,22,No,14.29,OK
OLA100418,2024-02-23,13:43:00,CUST1159,DRV365,Mini,Indiranagar,Sarjapur Road,3.4,Success,Not Applicable,Ola Money,68.03,3.5,3.6,10.8,Friday,February,8,No,13,No,20.01,OK
OLA100419,2024-06-19,08:07:00,CUST1120,DRV422,Sedan,HSR Layout,Hebbal,13.9,Success,Not Applicable,Cash,227.14,4.2,5.0,46.8,Wednesday,June,25,No,8,No,16.34,OK
OLA100420,2024-06-25,13:38:00,CUST1079,DRV390,Auto,BTM Layout,HSR Layout,2.8,Success,Not Applicable,Debit Card,52.4,4.7,4.2,15.2,Tuesday,June,26,No,13,No,18.71,OK
OLA100421,2024-01-16,05:41:00,CUST1078,Not Assigned,Auto,Electronic City,Malleshwaram,19.4,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Tuesday,January,3,No,5,Yes,0.0,OK
OLA100422,2024-06-14,18:51:00,CUST1224,DRV298,Mini,Bellandur,Banashankari,4.0,Success,Not Applicable,Cash,80.73,,,19.2,Friday,June,24,No,18,No,20.18,OK
OLA100423,2024-05-18,17:12:00,CUST1290,DRV295,SUV,Yelahanka,Airport (KIA),6.2,Cancelled by Customer,Price too high,Not Applicable,0.0,,,0.0,Saturday,May,20,Yes,17,Yes,0.0,OK
OLA100424,2024-02-11,05:09:00,CUST1230,DRV351,Bike,JP Nagar,Banashankari,3.6,Success,Not Applicable,Ola Money,50.22,5.0,4.5,15.0,Sunday,February,6,Yes,5,No,13.95,OK
OLA100425,2024-06-07,19:49:00,CUST1317,DRV322,Sedan,Whitefield,Sarjapur Road,4.7,Success,Not Applicable,UPI,105.37,4.4,4.0,16.8,Friday,June,23,No,19,No,22.42,OK
OLA100426,2024-03-13,09:41:00,CUST1164,DRV256,Mini,Whitefield,Indiranagar,12.7,Success,Not Applicable,Cash,179.76,5.0,4.1,28.4,Wednesday,March,11,No,9,No,14.15,OK
OLA100427,2024-01-26,03:41:00,CUST1428,DRV398,Auto,Malleshwaram,Domlur,3.0,Success,Not Applicable,Ola Money,46.68,4.6,4.5,9.2,Friday,January,4,No,3,No,15.56,OK
OLA100428,2024-02-23,17:59:00,CUST1426,DRV240,Sedan,Indiranagar,Bellandur,3.8,Cancelled by Driver,Personal emergency,Not Applicable,0.0,,,0.0,Friday,February,8,No,17,Yes,0.0,OK
OLA100429,2024-04-04,18:03:00,CUST1421,DRV515,Mini,Indiranagar,MG Road,10.8,Success,Not Applicable,UPI,158.83,3.8,3.8,35.9,Thursday,April,14,No,18,No,14.71,OK
OLA100430,2024-02-29,14:12:00,CUST1098,DRV469,Auto,Sarjapur Road,HSR Layout,4.3,Success,Not Applicable,Cash,66.15,5.0,4.7,15.7,Thursday,February,9,No,14,No,15.38,OK
OLA100431,2024-06-21,12:42:00,CUST1218,DRV253,Mini,HSR Layout,Sarjapur Road,8.0,Success,Not Applicable,Cash,115.05,5.0,5.0,31.7,Friday,June,25,No,12,No,14.38,OK
OLA100432,2024-03-31,20:35:00,CUST1166,DRV390,Sedan,Rajajinagar,Yelahanka,16.4,Success,Not Applicable,Ola Money,262.85,4.6,4.9,53.5,Sunday,March,13,Yes,20,No,16.03,OK
OLA100433,2024-03-06,10:28:00,CUST1229,DRV403,Mini,Indiranagar,Yelahanka,4.8,Success,Not Applicable,UPI,85.67,3.8,4.1,12.8,Wednesday,March,10,No,10,No,17.85,OK
OLA100434,2024-02-26,08:20:00,CUST1011,DRV341,Bike,Malleshwaram,Sarjapur Road,2.5,Success,Not Applicable,UPI,47.12,5.0,3.8,12.5,Monday,February,9,No,8,No,18.85,OK
OLA100435,2024-03-08,10:37:00,CUST1127,DRV319,Mini,Hebbal,Whitefield,5.2,Success,Not Applicable,UPI,89.31,4.1,3.7,17.3,Friday,March,10,No,10,No,17.18,OK
OLA100436,2024-05-03,07:52:00,CUST1353,DRV495,Bike,MG Road,Yelahanka,10.4,Cancelled by Customer,Found alternate transport,Not Applicable,0.0,,,0.0,Friday,May,18,No,7,Yes,0.0,OK
OLA100437,2024-01-21,18:58:00,CUST1394,DRV371,Sedan,Rajajinagar,KR Puram,5.4,Success,Not Applicable,Ola Money,118.51,4.5,5.0,17.7,Sunday,January,3,Yes,18,No,21.95,OK
OLA100438,2024-01-03,16:40:00,CUST1195,DRV227,Sedan,Indiranagar,Banashankari,5.5,Success,Not Applicable,UPI,108.2,4.7,5.0,16.5,Wednesday,January,1,No,16,No,19.67,OK
OLA100440,2024-01-13,14:16:00,CUST1043,DRV404,SUV,Electronic City,HSR Layout,5.7,Success,Not Applicable,Cash,132.03,4.0,4.7,20.0,Saturday,January,2,Yes,14,No,23.16,OK
OLA100441,2024-05-14,08:04:00,CUST1136,DRV420,Sedan,Sarjapur Road,Whitefield,12.3,Success,Not Applicable,UPI,190.58,4.3,5.0,35.1,Tuesday,May,20,No,8,No,15.49,OK
OLA100442,2024-06-16,02:19:00,CUST1086,DRV379,SUV,KR Puram,Electronic City,11.3,Cancelled by Driver,Customer not reachable,Not Applicable,0.0,,,0.0,Sunday,June,24,Yes,2,Yes,0.0,OK
OLA100443,2024-02-21,17:09:00,CUST1387,DRV243,Mini,Indiranagar,Marathahalli,8.5,Cancelled by Driver,Too far from pickup,Not Applicable,0.0,,,0.0,Wednesday,February,8,No,17,Yes,0.0,OK
OLA100444,2024-01-04,10:51:00,CUST1056,DRV356,Sedan,Koramangala,Banashankari,1.8,Success,Not Applicable,UPI,46.47,5.0,4.7,10.3,Thursday,January,1,No,10,No,25.82,OK
OLA100445,2024-05-03,16:09:00,CUST1355,DRV209,Sedan,Malleshwaram,Indiranagar,5.5,Success,Not Applicable,UPI,99.66,3.6,4.8,22.0,Friday,May,18,No,16,No,18.12,OK
OLA100446,2024-04-29,17:00:00,CUST1034,DRV398,Auto,Banashankari,MG Road,3.2,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Monday,April,18,No,17,Yes,0.0,OK
OLA100447,2024-04-08,08:24:00,CUST1260,DRV250,Bike,Airport (KIA),Sarjapur Road,5.3,Success,Not Applicable,Credit Card,49.44,3.8,4.5,15.4,Monday,April,15,No,8,No,9.33,OK
OLA100448,2024-01-11,08:33:00,CUST1156,DRV370,Sedan,HSR Layout,Koramangala,2.3,Success,Not Applicable,Wallet,57.6,3.6,4.6,8.6,Thursday,January,2,No,8,No,25.04,OK
OLA100449,2024-05-08,09:03:00,CUST1320,DRV331,Bike,Koramangala,Sarjapur Road,12.1,Success,Not Applicable,UPI,116.07,3.9,3.7,36.2,Wednesday,May,19,No,9,No,9.59,OK
OLA100450,2024-04-07,14:43:00,CUST1313,DRV520,Auto,Rajajinagar,BTM Layout,2.8,Success,Not Applicable,Cash,54.59,4.7,4.2,13.1,Sunday,April,14,Yes,14,No,19.5,OK
OLA100451,2024-02-03,08:08:00,CUST1297,DRV477,Auto,Jayanagar,Electronic City,15.8,Success,Not Applicable,Wallet,150.67,4.1,3.6,40.2,Saturday,February,5,Yes,8,No,9.54,OK
OLA100452,2024-02-07,17:36:00,CUST1080,DRV362,Mini,JP Nagar,MG Road,13.8,Cancelled by Customer,Driver taking too long,Not Applicable,0.0,,,0.0,Wednesday,February,6,No,17,Yes,0.0,OK
OLA100453,2024-01-08,18:56:00,CUST1211,DRV410,Sedan,Marathahalli,Electronic City,2.1,Success,Not Applicable,Credit Card,67.77,5.0,4.5,12.7,Monday,January,2,No,18,No,32.27,OK
OLA100454,2024-03-09,16:39:00,CUST1118,DRV505,Mini,Koramangala,Bellandur,3.4,Success,Not Applicable,Cash,54.78,4.0,4.5,17.3,Saturday,March,10,Yes,16,No,16.11,OK
OLA100455,2024-06-15,10:54:00,CUST1198,DRV451,Sedan,HSR Layout,BTM Layout,14.4,Success,Not Applicable,Wallet,223.39,5.0,5.0,34.9,Saturday,June,24,Yes,10,No,15.51,OK
OLA100456,2024-02-26,18:12:00,CUST1387,DRV304,Mini,KR Puram,Malleshwaram,10.6,Cancelled by Customer,Driver taking too long,Not Applicable,0.0,,,0.0,Monday,February,9,No,18,Yes,0.0,OK
OLA100457,2024-04-19,11:02:00,CUST1311,DRV394,Auto,Bellandur,Domlur,9.6,Success,Not Applicable,Cash,109.61,4.0,5.0,25.8,Friday,April,16,No,11,No,11.42,OK
OLA100458,2024-04-25,12:56:00,CUST1021,DRV325,SUV,Bellandur,Indiranagar,3.9,Success,Not Applicable,UPI,101.93,,,11.0,Thursday,April,17,No,12,No,26.14,OK
OLA100459,2024-04-11,19:49:00,CUST1423,DRV346,Sedan,Rajajinagar,Hebbal,2.8,Success,Not Applicable,Debit Card,72.59,4.2,4.0,9.5,Thursday,April,15,No,19,No,25.93,OK
OLA100460,2024-04-25,06:32:00,CUST1057,DRV292,Auto,JP Nagar,Electronic City,5.5,Success,Not Applicable,Ola Money,70.79,5.0,4.7,22.7,Thursday,April,17,No,6,No,12.87,OK
OLA100461,2024-02-21,19:05:00,CUST1128,DRV365,Auto,HSR Layout,MG Road,3.0,Success,Not Applicable,Credit Card,41.74,5.0,4.2,9.2,Wednesday,February,8,No,19,No,13.91,OK
OLA100462,2024-05-10,16:10:00,CUST1193,DRV481,Sedan,HSR Layout,Banashankari,7.1,Success,Not Applicable,UPI,131.36,4.1,4.9,28.4,Friday,May,19,No,16,No,18.5,OK
OLA100463,2024-01-14,12:19:00,CUST1373,Not Assigned,Mini,HSR Layout,MG Road,17.1,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Sunday,January,2,Yes,12,Yes,0.0,OK
OLA100464,2024-01-01,16:16:00,CUST1006,DRV434,Sedan,Airport (KIA),Sarjapur Road,14.4,Success,Not Applicable,Credit Card,240.82,4.4,3.5,38.0,Monday,January,1,No,16,No,16.72,OK
OLA100465,2024-04-26,11:05:00,CUST1307,DRV507,Mini,JP Nagar,Marathahalli,7.4,Success,Not Applicable,UPI,114.99,4.2,4.9,17.3,Friday,April,17,No,11,No,15.54,OK
OLA100466,2024-06-16,10:09:00,CUST1437,DRV216,Auto,Domlur,Hebbal,5.3,Success,Not Applicable,UPI,67.33,,,24.2,Sunday,June,24,Yes,10,No,12.7,OK
OLA100467,2024-03-13,16:44:00,CUST1358,DRV504,SUV,JP Nagar,HSR Layout,2.7,Success,Not Applicable,Debit Card,92.59,2.6,4.5,9.2,Wednesday,March,11,No,16,No,34.29,OK
OLA100468,2024-03-23,10:24:00,CUST1419,DRV234,Auto,JP Nagar,Whitefield,4.7,Success,Not Applicable,Cash,61.38,5.0,4.2,13.8,Saturday,March,12,Yes,10,No,13.06,OK
OLA100469,2024-05-14,08:13:00,CUST1313,DRV229,Mini,Malleshwaram,Whitefield,4.0,Success,Not Applicable,UPI,73.51,4.6,4.6,15.6,Tuesday,May,20,No,8,No,18.38,OK
OLA100470,2024-06-04,19:16:00,CUST1269,DRV494,Prime,Banashankari,Electronic City,4.1,Success,Not Applicable,Debit Card,115.43,4.2,4.3,13.7,Tuesday,June,23,No,19,No,28.15,OK
OLA100471,2024-06-05,08:18:00,CUST1099,DRV200,Mini,KR Puram,MG Road,3.3,Success,Not Applicable,UPI,73.42,3.8,4.0,11.9,Wednesday,June,23,No,8,No,22.25,OK
OLA100472,2024-03-30,14:40:00,CUST1108,DRV205,Auto,Hebbal,Marathahalli,3.2,Success,Not Applicable,UPI,64.31,5.0,4.3,11.6,Saturday,March,13,Yes,14,No,20.1,OK
